variant_id,symbol,regime_id,regime_type,signal_date,entry_price,stop_loss,target_price,risk_rupees,risk_pct,target_multiple,exit_price,realized_r,is_win,is_stopped_out,is_timeout,holding_bars,post_sl_recovered
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-24,1487.19615784537,1451.97,1575.26,35.226157845369926,2.3686288899781123,2.5,1451.97,-1.0,False,True,False,5,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-24,1487.19615784537,1420.27,1654.51,66.92615784536997,4.500156720572201,2.5,1401.6789190098707,-1.0,False,True,False,13,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-24,1487.19615784537,1418.33,1659.36,68.86615784537003,4.63060353417954,2.5,1401.6789190098707,-1.0,False,True,False,13,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-24,1487.19615784537,1435.14,1617.34,52.05615784536985,3.500288618334526,2.5,1430.1854549667348,-1.0,False,True,False,12,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-24,1487.19615784537,1435.14,1617.34,52.05615784536985,3.500288618334526,2.5,1430.1854549667348,-1.0,False,True,False,12,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-27,1496.5361015978706,1421.71,1683.6,74.82610159787055,4.999952992646002,2.5,1401.6789190098707,-1.0,False,True,False,12,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-27,1496.5361015978706,1463.05,1580.25,33.48610159787063,2.2375739256886016,2.5,1452.7306988056305,-1.0,False,True,False,4,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-27,1496.5361015978706,1429.19,1664.9,67.34610159787053,4.500132106800781,2.5,1429.19,-1.0,False,True,False,11,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-27,1496.5361015978706,1418.62,1691.33,77.91610159787069,5.20642980244036,2.5,1401.6789190098707,-1.0,False,True,False,12,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-27,1496.5361015978706,1444.16,1627.48,52.3761015978705,3.499822125369904,2.5,1444.16,-1.0,False,True,False,4,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-27,1496.5361015978706,1444.16,1627.48,52.3761015978705,3.499822125369904,2.5,1444.16,-1.0,False,True,False,4,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-28,1516.8584430101516,1441.02,1706.45,75.83844301015165,4.999704709402741,2.5,1430.1854549667348,-1.0,False,True,False,10,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-28,1516.8584430101516,1484.07,1598.83,32.788443010151695,2.161602037503526,2.5,1470.2698750457178,-1.0,False,True,False,1,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-28,1516.8584430101516,1448.6,1687.5,68.25844301015172,4.499987676812825,2.5,1448.6,-1.0,False,True,False,3,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-28,1516.8584430101516,1418.73,1762.18,98.1284430101516,6.469189228720593,2.5,1401.6789190098707,-1.0,False,True,False,11,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-28,1516.8584430101516,1463.77,1649.58,53.08844301015165,3.4998943543340486,2.5,1452.7306988056305,-1.0,False,True,False,3,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-30,1479.623273476194,1405.64,1664.58,73.98327347619397,5.000142590510848,2.5,1401.6789190098707,-1.0,False,True,False,9,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-30,1479.623273476194,1442.95,1571.31,36.673273476194026,2.478554787127311,2.5,1430.1854549667348,-1.0,False,True,False,8,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-30,1479.623273476194,1413.04,1646.08,66.58327347619411,4.500015285631783,2.5,1401.6789190098707,-1.0,False,True,False,9,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-30,1479.623273476194,1418.09,1633.46,61.53327347619416,4.158712192437284,2.5,1401.6789190098707,-1.0,False,True,False,9,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-30,1479.623273476194,1427.84,1609.08,51.78327347619416,3.499760675873642,2.5,1427.84,-1.0,False,True,False,8,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-01-30,1479.623273476194,1427.84,1609.08,51.78327347619416,3.499760675873642,2.5,1427.84,-1.0,False,True,False,8,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-04,1467.1526818028783,1393.8,1650.53,73.35268180287858,4.999662455903413,2.5,1388.5386941670083,-1.0,False,True,False,7,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-04,1467.1526818028783,1430.66,1558.38,36.49268180287845,2.4873131648462934,2.5,1430.1854549667348,-1.0,False,True,False,5,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-04,1467.1526818028783,1401.13,1632.21,66.02268180287842,4.500055285435453,2.5,1401.13,-1.0,False,True,False,6,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-04,1467.1526818028783,1415.8,1595.53,51.35268180287858,3.500159352179689,2.5,1401.6789190098707,-1.0,False,True,False,6,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-04,1467.1526818028783,1415.8,1595.53,51.35268180287858,3.500159352179689,2.5,1401.6789190098707,-1.0,False,True,False,6,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-04,1467.1526818028783,1415.8,1595.53,51.35268180287858,3.500159352179689,2.5,1401.6789190098707,-1.0,False,True,False,6,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-05,1477.0098386016707,1403.16,1661.63,73.84983860167063,4.999955766820516,2.5,1401.6789190098707,-1.0,False,True,False,5,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-05,1477.0098386016707,1441.11,1566.76,35.89983860167081,2.430575454775457,2.5,1430.1854549667348,-1.0,False,True,False,4,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-05,1477.0098386016707,1410.54,1643.18,66.46983860167074,4.500297619181719,2.5,1401.6789190098707,-1.0,False,True,False,5,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-05,1477.0098386016707,1418.21,1624.01,58.79983860167067,3.981005208288811,2.5,1401.6789190098707,-1.0,False,True,False,5,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-05,1477.0098386016707,1425.31,1606.26,51.69983860167076,3.500304280343626,2.5,1425.31,-1.0,False,True,False,4,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-05,1477.0098386016707,1425.31,1606.26,51.69983860167076,3.500304280343626,2.5,1425.31,-1.0,False,True,False,4,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-07,1482.0913526358445,1407.99,1667.34,74.10135263584425,4.999783077072662,2.5,1401.6789190098707,-1.0,False,True,False,3,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-07,1482.0913526358445,1446.61,1570.79,35.48135263584436,2.394005779248499,2.5,1430.1854549667348,-1.0,False,True,False,2,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-07,1482.0913526358445,1415.4,1648.82,66.69135263584417,4.4998138959002825,2.5,1401.6789190098707,-1.0,False,True,False,3,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-07,1482.0913526358445,1418.28,1641.62,63.81135263584429,4.3054938902624444,2.5,1401.6789190098707,-1.0,False,True,False,3,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-02-07,1482.0913526358445,1430.22,1611.77,51.87135263584423,3.4998755335555374,2.5,1430.1854549667348,-1.0,False,True,False,2,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-16,1479.2777883680112,1405.31,1664.2,73.96778836801127,5.000263571158937,2.5,1608.6792680346064,1.749430157662483,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-16,1479.2777883680112,1446.51,1561.2,32.767788368011225,2.2151206910340853,2.5,1561.2,2.5,True,False,False,4,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-16,1479.2777883680112,1412.71,1645.7,66.56778836801118,4.500019461621944,2.5,1608.6792680346064,1.943905345799026,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-16,1479.2777883680112,1427.5,1608.72,51.777788368011215,3.5002072481014004,2.5,1617.3975727717525,2.5,True,False,False,9,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-16,1479.2777883680112,1427.5,1608.72,51.777788368011215,3.5002072481014004,2.5,1617.3975727717525,2.5,True,False,False,9,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-16,1479.2777883680112,1427.5,1608.72,51.777788368011215,3.5002072481014004,2.5,1617.3975727717525,2.5,True,False,False,9,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-20,1527.71298971689,1451.33,1718.67,76.38298971689005,4.999825898649004,2.5,1565.828840307949,0.4990096712937434,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-20,1527.71298971689,1492.63,1615.42,35.08298971688987,2.2964385295559557,2.5,1617.3975727717525,2.5,True,False,False,7,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-20,1527.71298971689,1458.97,1699.57,68.74298971688995,4.499731964027428,2.5,1565.828840307949,0.554468910183197,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-20,1527.71298971689,1442.02,1741.95,85.69298971689,5.60923355981743,2.5,1565.828840307949,0.4447954344571793,False,False,True,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-20,1527.71298971689,1474.24,1661.4,53.47298971688997,3.500198667997146,2.5,1565.828840307949,0.7128056761527852,False,False,True,25,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-20,1527.71298971689,1474.24,1661.4,53.47298971688997,3.500198667997146,2.5,1565.828840307949,0.7128056761527852,False,False,True,25,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-21,1546.0859488973958,1468.78,1739.35,77.30594889739587,5.000106815053021,2.5,1601.2102372195886,0.7130665764850306,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-21,1546.0859488973958,1509.89,1636.58,36.19594889739574,2.341134328476964,2.5,1601.2102372195886,1.5229408262911692,False,False,True,25,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-21,1546.0859488973958,1476.51,1720.03,69.57594889739585,4.500134610693184,2.5,1601.2102372195886,0.792289421786902,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-21,1546.0859488973958,1441.83,1806.73,104.25594889739592,6.743218187303682,2.5,1601.2102372195886,0.52873997987821,False,False,True,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-21,1546.0859488973958,1491.97,1681.38,54.11594889739581,3.50019020197351,2.5,1601.2102372195886,1.0186329436209056,False,False,True,25,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-23,1570.3682888742276,1491.85,1766.66,78.51828887422766,4.999992003819448,2.5,1557.9180815021432,-0.15856442557004,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-23,1570.3682888742276,1534.82,1659.24,35.54828887422764,2.263691207093315,2.5,1534.82,-1.0,False,True,False,8,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-23,1570.3682888742276,1499.7,1747.04,70.66828887422753,4.500109265762652,2.5,1557.9180815021432,-0.1761781354893527,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-23,1570.3682888742276,1441.94,1891.44,128.42828887422752,8.178227348585581,2.5,1557.9180815021432,-0.0969428735773091,False,False,True,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-23,1570.3682888742276,1515.41,1707.76,54.95828887422749,3.4997069963521885,2.5,1557.9180815021432,-0.2265392105015639,False,False,True,25,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-28,1596.4337281564212,1516.61,1795.99,79.82372815642134,5.000127894353788,2.5,1575.8867518843722,-0.2574043676810674,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-28,1596.4337281564212,1561.69,1683.29,34.743728156421184,2.1763338836835784,2.5,1548.2727778766011,-1.0,False,True,False,4,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-28,1596.4337281564212,1524.59,1776.04,71.84372815642132,4.50026373718546,2.5,1575.8867518843722,-0.2859954069659813,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-28,1596.4337281564212,1460.74,1935.67,135.69372815642123,8.499803390718998,2.5,1575.8867518843722,-0.1514217093981195,False,False,True,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-28,1596.4337281564212,1540.56,1736.12,55.87372815642129,3.499909026661875,2.5,1540.56,-1.0,False,True,False,4,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIIND,BULL_1_EXPANSION,BULL,2025-05-28,1596.4337281564212,1540.56,1736.12,55.87372815642129,3.499909026661875,2.5,1540.56,-1.0,False,True,False,4,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-17,1571.57321379848,1492.99,1768.03,78.58321379848007,5.000289716604743,2.5,1492.99,-1.0,False,True,False,19,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-17,1571.57321379848,1536.86,1658.36,34.71321379848018,2.208819385167467,2.5,1526.0201934703982,-1.0,False,True,False,15,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-17,1571.57321379848,1500.85,1748.38,70.72321379848017,4.500153933493351,2.5,1500.85,-1.0,False,True,False,18,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-17,1571.57321379848,1516.57,1709.08,55.00321379848015,3.499882367270553,2.5,1514.277236232975,-1.0,False,True,False,17,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-17,1571.57321379848,1516.57,1709.08,55.00321379848015,3.499882367270553,2.5,1514.277236232975,-1.0,False,True,False,17,False
PULLBACK_CHAMPION_V1,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-25,1601.2102372195886,1521.15,1801.36,80.06023721958854,4.999982847886899,2.5,1514.277236232975,-1.0,False,True,False,11,False
PULLBACK_CHALL_A_1_5ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-25,1601.2102372195886,1567.51,1685.46,33.700237219588644,2.104672855333926,2.5,1556.2943586201818,-1.0,False,True,False,2,False
PULLBACK_CHALL_B_1_8ATR,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-25,1601.2102372195886,1529.16,1781.34,72.05023721958855,4.49973623355667,2.5,1526.0201934703982,-1.0,False,True,False,9,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-25,1601.2102372195886,1525.48,1790.54,75.73023721958862,4.729562393448714,2.5,1525.48,-1.0,False,True,False,9,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIIND,BULL_1_EXPANSION,BULL,2025-06-25,1601.2102372195886,1545.17,1741.31,56.04023721958856,3.4998675325046182,2.5,1526.0201934703982,-1.0,False,True,False,9,False
PULLBACK_CHAMPION_V1,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2025-12-31,750.8086547851562,713.27,844.66,37.53865478515627,4.999763194778028,2.5,781.693115234375,0.8227375388377328,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2025-12-31,750.8086547851562,715.65,838.71,35.15865478515627,4.682771643757479,2.5,781.693115234375,0.8784312323080673,False,False,True,25,False
PULLBACK_CHALL_B_1_8ATR,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2025-12-31,750.8086547851562,708.62,856.28,42.188654785156245,5.619095426813976,2.5,781.693115234375,0.7320560611969361,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2025-12-31,750.8086547851562,703.94,867.98,46.8686547851562,6.242423350669506,2.5,781.693115234375,0.6589576891163557,False,False,True,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2025-12-31,750.8086547851562,708.62,856.28,42.188654785156245,5.619095426813976,2.5,781.693115234375,0.7320560611969361,False,False,True,25,False
PULLBACK_CHAMPION_V1,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-06,735.3414306640625,698.57,827.27,36.77143066406245,5.0005928036525,2.5,748.2639770507812,0.3514289804162623,False,False,True,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-06,735.3414306640625,704.52,812.4,30.82143066406252,4.191444868845307,2.5,812.4,2.5,True,False,False,8,False
PULLBACK_CHALL_B_1_8ATR,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-06,735.3414306640625,698.36,827.8,36.981430664062486,5.029150966057466,2.5,748.2639770507812,0.3494333819615182,False,False,True,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-06,735.3414306640625,694.25,838.07,41.0914306640625,5.5880750016974,2.5,748.2639770507812,0.314482756571931,False,False,True,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-06,735.3414306640625,698.36,827.8,36.981430664062486,5.029150966057466,2.5,748.2639770507812,0.3494333819615182,False,False,True,25,False
PULLBACK_CHALL_E_CONFIRMED_TURN,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-06,735.3414306640625,698.36,827.8,36.981430664062486,5.029150966057466,2.5,748.2639770507812,0.3494333819615182,False,False,True,25,False
PULLBACK_CHAMPION_V1,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-07,745.6694946289062,708.39,838.87,37.27949462890626,4.999466237714199,2.5,708.39,-1.0,False,True,False,25,False
PULLBACK_CHALL_A_1_5ATR,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-07,745.6694946289062,715.8,820.34,29.869494628906292,4.005728388254813,2.5,715.8,-1.0,False,True,False,25,False
PULLBACK_CHALL_B_1_8ATR,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-07,745.6694946289062,709.83,835.27,35.83949462890621,4.80635119004597,2.5,709.83,-1.0,False,True,False,25,False
PULLBACK_CHALL_C_2ATR_SHELF,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-07,745.6694946289062,705.85,845.22,39.81949462890623,5.3400997245734185,2.5,705.85,-1.0,False,True,False,25,False
PULLBACK_CHALL_D_ADAPTIVE,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-07,745.6694946289062,709.83,835.27,35.83949462890621,4.80635119004597,2.5,709.83,-1.0,False,True,False,25,False
PULLBACK_CHAMPION_V1,AARTIPHARM,NEUTRAL_2_WINTER_CHOP,NEUTRAL,2026-01-09,760.1388549804688,722.13,855.16,38.00885498046876,5.000251563439073,2.5,722.13,-1.0,False,True,False,23,False
