symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,realized_rr,hit_sl,hit_t1
ACMESOLAR,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-29,HOLDOUT,BULL,379.25,355.97,449.09,-0.72,0,0
ACUTAAS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-04-22,VAL,BULL,2979.480127393347,2895.05,3190.56,-1.0,1,0
ADANIENSOL,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-10-29,DEV,BULL,967.5499877929688,913.71,1102.15,0.48,0,0
ADANIENSOL,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-10-29,DEV,BULL,967.5499877929688,913.71,1102.15,0.48,0,0
ADANIENSOL,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-10-29,DEV,BULL,967.5499877929688,926.14,1071.07,0.63,0,0
ADANIENSOL,EOD_V2D_BASE30D_THRU1_5_CPOS75,2025-10-29,DEV,BULL,967.5499877929688,913.71,1118.3,0.31,0,0
ADANIENSOL,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-10-29,DEV,BULL,967.5499877929688,930.74,1077.98,0.46,0,0
ADANIENSOL,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-26,VAL,BULL,1463.300048828125,1358.48,1777.76,0.29,0,0
ADANIENT,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-04-28,VAL,BULL,2411.32177734375,2272.33,2758.8,2.5,0,1
ADANIENT,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-28,VAL,BULL,2411.32177734375,2287.78,2781.95,3.0,0,1
ADANIENT,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-14,VAL,BULL,2711.6875,2564.2,3080.41,1.76,0,0
ADANIENT,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-14,VAL,BULL,2711.6875,2580.59,3104.98,1.49,0,0
ADANIENT,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-26,VAL,BULL,2967.972900390625,2802.18,3382.46,-0.15,0,0
ADANIENT,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-26,VAL,BULL,2967.972900390625,2820.6,3410.09,-0.03,0,0
ADANIENT,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-06-05,HOLDOUT,BULL,3046.837646484375,2809.62,3639.88,-0.04,0,0
ADANIENT,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-06-05,HOLDOUT,BULL,3046.837646484375,2809.62,3639.88,-0.04,0,0
ADANIENT,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-06-05,HOLDOUT,BULL,3046.837646484375,2903.27,3405.76,-1.0,1,0
ADANIENT,EOD_V2D_BASE30D_THRU1_5_CPOS75,2026-06-05,HOLDOUT,BULL,3046.837646484375,2809.62,3711.05,0.7,0,0
ADANIENT,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-05,HOLDOUT,BULL,3046.837646484375,2919.23,3429.66,-1.0,1,0
ADANIENT,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-07-01,HOLDOUT,BULL,3143.60009765625,2928.78,3680.65,0.02,0,0
ADANIENT,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-07-01,HOLDOUT,BULL,3143.60009765625,2928.78,3680.65,0.02,0,0
ADANIENT,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-01,HOLDOUT,BULL,3143.60009765625,3005.68,3488.4,0.03,0,0
ADANIENT,EOD_V2D_BASE30D_THRU1_5_CPOS75,2026-07-01,HOLDOUT,BULL,3143.60009765625,2928.78,3745.1,-0.55,0,0
ADANIENT,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-01,HOLDOUT,BULL,3143.60009765625,3021.01,3511.37,-1.0,1,0
ADANIGREEN,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-14,HOLDOUT,BULL,1604.5,1515.95,1825.88,-1.0,1,0
ADANIGREEN,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-14,HOLDOUT,BULL,1604.5,1525.79,1840.63,-1.0,1,0
ADANIPORTS,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-11-12,DEV,BULL,1500.575927734375,1411.92,1722.22,-0.1,0,0
ADANIPORTS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-11-12,DEV,BULL,1500.575927734375,1411.92,1722.22,-0.1,0,0
ADANIPORTS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-12,DEV,BULL,1500.575927734375,1446.48,1635.82,-0.17,0,0
ADANIPORTS,EOD_V2D_BASE30D_THRU1_5_CPOS75,2025-11-12,DEV,BULL,1500.575927734375,1411.92,1748.81,-0.1,0,0
ADANIPORTS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-12,DEV,BULL,1500.575927734375,1452.49,1644.83,-0.18,0,0
ADANIPORTS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-04,VAL,BULL,1735.2867431640625,1672.17,1924.64,0.65,0,0
ADFFOODS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-07,DEV,BULL,231.86331176757812,219.09,263.8,-1.0,1,0
ADFFOODS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-07,DEV,BULL,231.86331176757812,220.51,265.92,-1.0,1,0
ADFFOODS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-16,HOLDOUT,BULL,301.25,279.78,365.66,0.53,0,0
ADVENZYMES,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-04-27,VAL,BULL,329.1299743652344,308.11,381.68,2.5,0,1
ADVENZYMES,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-27,VAL,BULL,329.1299743652344,310.44,385.2,3.0,0,1
AETHER,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-01-01,VAL,BULL,898.9500122070312,851.37,1017.9,2.5,0,1
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-01-01,VAL,BULL,898.9500122070312,856.66,1025.82,2.44,0,0
AETHER,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-02-02,VAL,BULL,1038.0,982.3,1177.25,-1.0,1,0
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-02-02,VAL,BULL,1038.0,988.49,1186.53,-1.0,1,0
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-03-18,VAL,BULL,1068.550048828125,989.5,1305.7,1.45,0,0
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-03-20,VAL,BULL,1155.550048828125,1067.72,1419.04,-1.0,1,0
AETHER,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-04,VAL,BULL,1252.0,1170.59,1455.52,-1.0,1,0
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-04,VAL,BULL,1252.0,1179.63,1469.11,-1.0,1,0
AETHER,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-06-22,HOLDOUT,BULL,1226.800048828125,1141.36,1440.4,2.5,0,1
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-22,HOLDOUT,BULL,1226.800048828125,1150.86,1454.62,3.0,0,1
AETHER,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-08,HOLDOUT,BULL,1413.4000244140625,1305.5,1683.15,0.72,0,0
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-08,HOLDOUT,BULL,1413.4000244140625,1317.49,1701.13,1.84,0,0
AETHER,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-09,HOLDOUT,BULL,1485.800048828125,1371.73,1770.98,0.04,0,0
AETHER,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-09,HOLDOUT,BULL,1485.800048828125,1384.41,1789.97,0.97,0,0
AFFLE,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-28,HOLDOUT,BULL,1631.800048828125,1527.39,1892.83,0.76,0,0
AFFLE,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-28,HOLDOUT,BULL,1631.800048828125,1538.99,1910.23,0.85,0,0
AGIIL,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-09-24,DEV,NEUTRAL,247.52000427246094,237.41,277.85,3.0,0,1
AGIIL,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-01-07,VAL,BULL,296.25,274.03,351.8,-1.0,1,0
AGIIL,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-01-07,VAL,BULL,296.25,276.5,355.5,-1.0,1,0
AIAENG,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-11-10,DEV,BULL,3445.699951171875,3203.9,4050.2,1.69,0,0
AIAENG,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-11-10,DEV,BULL,3445.699951171875,3203.9,4050.2,1.69,0,0
AIAENG,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-10,DEV,BULL,3445.699951171875,3313.77,3775.52,2.5,0,1
AIAENG,EOD_V2D_BASE30D_THRU1_5_CPOS75,2025-11-10,DEV,BULL,3445.699951171875,3203.9,4122.74,0.88,0,0
AIAENG,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-10,DEV,BULL,3445.699951171875,3328.43,3797.51,3.0,0,1
AIAENG,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-26,VAL,BULL,4143.39990234375,3917.91,4707.12,2.5,0,1
AIAENG,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-26,VAL,BULL,4143.39990234375,3942.97,4744.69,3.0,0,1
AIAENG,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-27,VAL,BULL,4428.10009765625,4168.68,5076.65,0.28,0,0
AIAENG,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-27,VAL,BULL,4428.10009765625,4197.51,5119.87,1.86,0,0
AJANTPHARM,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-11-03,DEV,NEUTRAL,2511.2314453125,2343.8,2929.81,-0.01,0,0
AJANTPHARM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-11-03,DEV,NEUTRAL,2511.2314453125,2343.8,2929.81,-0.01,0,0
AJANTPHARM,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-03,DEV,NEUTRAL,2511.2314453125,2415.24,2751.21,-0.02,0,0
AJANTPHARM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-03,DEV,NEUTRAL,2511.2314453125,2425.9,2767.23,0.91,0,0
AJANTPHARM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-12-22,DEV,BULL,2700.800048828125,2533.07,3120.13,0.18,0,0
AJANTPHARM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-01-01,VAL,BULL,2938.39990234375,2818.53,3298.01,-1.0,1,0
AJANTPHARM,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-02-13,VAL,BULL,2920.10009765625,2756.75,3328.48,0.1,0,0
AJANTPHARM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-02-13,VAL,BULL,2920.10009765625,2756.75,3328.48,0.1,0,0
AJANTPHARM,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-02-13,VAL,BULL,2920.10009765625,2784.11,3260.08,0.12,0,0
AJANTPHARM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-02-13,VAL,BULL,2920.10009765625,2799.22,3282.74,0.28,0,0
AJANTPHARM,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-02-25,VAL,BULL,3021.300048828125,2836.84,3482.45,-1.0,1,0
AJANTPHARM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-02-25,VAL,BULL,3021.300048828125,2836.84,3482.45,-1.0,1,0
AJANTPHARM,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-02-25,VAL,BULL,3021.300048828125,2921.23,3271.48,-1.0,1,0
AJANTPHARM,EOD_V2D_BASE30D_THRU1_5_CPOS75,2026-02-25,VAL,BULL,3021.300048828125,2836.84,3537.79,-1.0,1,0
AJANTPHARM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-02-25,VAL,BULL,3021.300048828125,2932.35,3288.15,-1.0,1,0
AJANTPHARM,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-21,HOLDOUT,BULL,3575.300048828125,3396.83,4021.48,-1.0,1,0
AJANTPHARM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-21,HOLDOUT,BULL,3575.300048828125,3416.66,4051.22,-1.0,1,0
AKUMS,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-12-22,DEV,NEUTRAL,441.0644226074219,413.46,510.08,0.03,0,0
AKUMS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-12-22,DEV,NEUTRAL,441.0644226074219,413.46,510.08,0.03,0,0
AKUMS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-12-22,DEV,NEUTRAL,441.0644226074219,425.25,480.6,0.04,0,0
AKUMS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-12-22,DEV,NEUTRAL,441.0644226074219,427.01,483.23,-1.0,1,0
AKUMS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-02-09,VAL,BULL,465.0012512207031,442.52,532.45,1.48,0,0
AKUMS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-04-13,VAL,BULL,521.9320678710938,484.92,614.46,0.75,0,0
AKUMS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-13,VAL,BULL,521.9320678710938,489.04,620.61,0.48,0,0
AKUMS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-04,VAL,BULL,556.5184936523438,526.51,646.54,-1.0,1,0
AKUMS,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-07-07,HOLDOUT,BULL,649.8499755859375,601.72,770.17,0.26,0,0
AKUMS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-07-07,HOLDOUT,BULL,649.8499755859375,601.72,770.17,0.26,0,0
AKUMS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-07,HOLDOUT,BULL,649.8499755859375,617.88,729.77,0.38,0,0
AKUMS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-07,HOLDOUT,BULL,649.8499755859375,621.43,735.11,0.62,0,0
ALIVUS,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-11-17,DEV,NEUTRAL,946.75,881.57,1109.7,-1.0,1,0
ALIVUS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-11-17,DEV,NEUTRAL,946.75,881.57,1109.7,-1.0,1,0
ALIVUS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-17,DEV,NEUTRAL,946.75,907.55,1044.75,-1.0,1,0
ALIVUS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-17,DEV,NEUTRAL,946.75,911.91,1051.27,-1.0,1,0
ALIVUS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-23,HOLDOUT,BULL,1118.9000244140625,1069.48,1267.16,0.54,0,0
ALKEM,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-04-15,VAL,BULL,5575.5,5296.69,6272.53,-1.0,1,0
ALKEM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-15,VAL,BULL,5575.5,5327.67,6318.99,-1.0,1,0
ALKEM,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-06-30,HOLDOUT,NEUTRAL,5570.0,5294.4,6259.0,0.4,0,0
ALKEM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-06-30,HOLDOUT,NEUTRAL,5570.0,5294.4,6259.0,0.4,0,0
ALKEM,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-06-30,HOLDOUT,NEUTRAL,5570.0,5428.57,5923.58,0.79,0,0
ALKEM,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-30,HOLDOUT,NEUTRAL,5570.0,5444.29,5947.13,0.57,0,0
ALKEM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-07-30,HOLDOUT,BULL,5806.10888671875,5465.7,6657.13,-1.0,1,0
AMBUJACEM,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-11-03,DEV,NEUTRAL,574.3569946289062,546.78,643.3,-1.0,1,0
ANGELONE,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-17,DEV,BULL,279.3475341796875,264.39,316.74,-1.0,1,0
ANGELONE,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-17,DEV,BULL,279.3475341796875,266.05,319.24,-1.0,1,0
ANGELONE,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-06-15,HOLDOUT,BULL,351.21380615234375,328.89,407.02,-1.0,1,0
ANGELONE,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-15,HOLDOUT,BULL,351.21380615234375,331.37,410.75,-1.0,1,0
ANUP,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-04-23,VAL,BULL,2143.88623046875,1988.6,2532.1,-1.0,1,0
ANUP,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-23,VAL,BULL,2143.88623046875,2005.86,2557.96,-1.0,1,0
ANURAS,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-11-19,DEV,NEUTRAL,1117.9000244140625,1048.33,1291.83,2.5,0,1
ANURAS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-11-19,DEV,NEUTRAL,1117.9000244140625,1048.33,1291.83,2.5,0,1
ANURAS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-19,DEV,NEUTRAL,1117.9000244140625,1077.91,1237.87,3.0,0,1
APARINDS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-10-27,DEV,BULL,8991.0,8548.26,10097.85,-1.0,1,0
APARINDS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-10-27,DEV,BULL,8991.0,8597.46,10171.62,-1.0,1,0
APARINDS,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-02-18,VAL,BULL,10182.0,9578.68,11690.3,-1.0,1,0
APARINDS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-02-18,VAL,BULL,10182.0,9645.71,11790.87,-1.0,1,0
APARINDS,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-27,VAL,BULL,13426.0,12626.69,15823.93,-1.0,1,0
APCOTEXIND,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-11-06,DEV,NEUTRAL,385.81451416015625,365.43,436.78,0.8,0,0
APCOTEXIND,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-11-06,DEV,NEUTRAL,385.81451416015625,367.69,440.19,-0.12,0,0
APCOTEXIND,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-04-21,VAL,BULL,396.3276062011719,368.77,465.22,2.5,0,1
APCOTEXIND,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-21,VAL,BULL,396.3276062011719,371.83,469.82,3.0,0,1
APCOTEXIND,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-05-05,VAL,BULL,410.1800231933594,379.04,488.03,2.5,0,1
APCOTEXIND,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-05-05,VAL,BULL,410.1800231933594,379.04,488.03,2.5,0,1
APCOTEXIND,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-05,VAL,BULL,410.1800231933594,387.74,466.28,2.5,0,1
APCOTEXIND,EOD_V2D_BASE30D_THRU1_5_CPOS75,2026-05-05,VAL,BULL,410.1800231933594,379.04,497.37,2.8,0,1
APCOTEXIND,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-05,VAL,BULL,410.1800231933594,390.23,470.03,3.0,0,1
APCOTEXIND,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-06,VAL,BULL,421.6577453613281,398.76,478.9,2.5,0,1
APCOTEXIND,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-06,VAL,BULL,421.6577453613281,401.3,482.73,3.0,0,1
APCOTEXIND,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-04,HOLDOUT,BULL,532.6749877929688,498.48,635.26,-1.0,1,0
APCOTEXIND,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-07-29,HOLDOUT,BULL,681.5999755859375,627.92,815.8,-1.0,1,0
APCOTEXIND,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-07-29,HOLDOUT,BULL,681.5999755859375,633.89,824.73,-1.0,1,0
APLAPOLLO,EOD_V2A_BASE20D_THRU1_5_CPOS70,2025-10-01,DEV,NEUTRAL,1731.0999755859375,1645.03,1946.27,0.27,0,0
APLAPOLLO,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-10-01,DEV,NEUTRAL,1731.0999755859375,1645.03,1946.27,0.27,0,0
APLAPOLLO,EOD_V2C_BASE20D_THRU1_4_HYBRID,2025-10-01,DEV,NEUTRAL,1731.0999755859375,1673.18,1875.9,0.4,0,0
APLAPOLLO,EOD_V2D_BASE30D_THRU1_5_CPOS75,2025-10-01,DEV,NEUTRAL,1731.0999755859375,1645.03,1972.1,0.7,0,0
APLAPOLLO,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2025-10-01,DEV,NEUTRAL,1731.0999755859375,1679.61,1885.57,1.17,0,0
APLAPOLLO,EOD_V2B_BASE15D_THRU1_3_CPOS65,2025-10-29,DEV,BULL,1804.800048828125,1701.55,2062.93,-0.81,0,0
APLAPOLLO,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-01-01,VAL,BULL,1970.0,1902.44,2138.9,-1.0,1,0
APLAPOLLO,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-01-01,VAL,BULL,1970.0,1909.94,2150.18,-1.0,1,0
APLAPOLLO,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-04-20,VAL,BULL,2143.89990234375,2038.22,2460.94,-1.0,1,0
APLLTD,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-06-30,HOLDOUT,NEUTRAL,822.75,787.29,911.4,0.31,0,0
APLLTD,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-06-30,HOLDOUT,NEUTRAL,822.75,791.23,917.31,-1.0,1,0
APOLLOHOSP,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-01-06,VAL,NEUTRAL,7338.2578125,6893.16,8451.0,-1.0,1,0
APOLLOHOSP,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-01-06,VAL,NEUTRAL,7338.2578125,6893.16,8451.0,-1.0,1,0
APOLLOHOSP,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-01-06,VAL,NEUTRAL,7338.2578125,7119.85,7884.28,-1.0,1,0
APOLLOHOSP,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-01-06,VAL,NEUTRAL,7338.2578125,7144.12,7920.67,-1.0,1,0
APOLLOHOSP,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-05-08,VAL,BULL,8097.0,7523.69,9530.28,0.14,0,0
APOLLOHOSP,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-05-08,VAL,BULL,8097.0,7523.69,9530.28,0.14,0,0
APOLLOHOSP,EOD_V2C_BASE20D_THRU1_4_HYBRID,2026-05-08,VAL,BULL,8097.0,7854.9,8702.25,-1.0,1,0
APOLLOHOSP,EOD_V2D_BASE30D_THRU1_5_CPOS75,2026-05-08,VAL,BULL,8097.0,7523.69,9702.27,0.36,0,0
APOLLOHOSP,EOD_V2E_BASE15D_MULTI_REGIME_T3R,2026-05-08,VAL,BULL,8097.0,7881.8,8742.6,-1.0,1,0
APOLLOHOSP,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-05-21,VAL,BULL,8308.5,7775.43,9641.17,0.35,0,0
APTUS,EOD_V2A_BASE20D_THRU1_5_CPOS70,2026-06-30,HOLDOUT,BULL,278.8500061035156,257.8,331.48,1.05,0,0
APTUS,EOD_V2B_BASE15D_THRU1_3_CPOS65,2026-06-30,HOLDOUT,BULL,278.8500061035156,257.8,331.48,1.05,0,0
