DATE,SYMBOL,EOD_SCORE,5M_DATA_STATUS,FIRST_FAILED_GATE,FINAL_STATUS,MAX_5M_SCORE
2026-09-03,BRITANNIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-03,CANBK,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-03,CHAMBLFERT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-03,COLPAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-03,EICHERMOT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,DABUR,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BAJFINANCE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,ABFRL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,GNFC,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,AARTIIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,ACC,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,ADANIENT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,APOLLOHOSP,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,ASHOKLEY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,ASTRAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BALKRISIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BANKBARODA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BHARATFORG,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BHARTIARTL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BIOCON,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,CANBK,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,COLPAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,DALBHARAT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,EXIDEIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,GODREJCP,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,GODREJPROP,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-04,HAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,ASHOKLEY,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,BHARATFORG,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,ABFRL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,DABUR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,ADANIENT,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,AARTIIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,ACC,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,APOLLOHOSP,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,ASTRAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,BALKRISIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,BHEL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,BIOCON,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,BRITANNIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,COLPAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,DALBHARAT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,DIXON,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,FEDERALBNK,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,GODREJCP,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,GODREJPROP,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,HAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,HCLTECH,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-07,IEX,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,AARTIIND,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BRITANNIA,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,COLPAL,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,FEDERALBNK,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ABBOTINDIA,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,DEEPAKNTR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ABCAPITAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ABFRL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ACC,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ALKEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,APOLLOTYRE,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ASIANPAINT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,ASTRAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BAJAJFINSV,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BAJFINANCE,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BANDHANBNK,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BATAINDIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BHARATFORG,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,BIOCON,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,CHOLAFIN,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,CUMMINSIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,DABUR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-08,EICHERMOT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BPCL,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,EICHERMOT,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,ACC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,ASTRAL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BALKRISIND,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BANKBARODA,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BERGEPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,DEEPAKNTR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,DIXON,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,DLF,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BANDHANBNK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,GNFC,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,ALKEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,ASIANPAINT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,ATUL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BAJFINANCE,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BATAINDIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BHARATFORG,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BHARTIARTL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,COFORGE,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,COLPAL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-09,DABUR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,DLF,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,BANKBARODA,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,DABUR,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,BERGEPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,DIXON,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,AXISBANK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,BHARTIARTL,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,ABFRL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,APOLLOTYRE,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,ASHOKLEY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,ASIANPAINT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,ATUL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,AUBANK,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,BAJAJFINSV,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,BIOCON,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,CANFINHOME,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,CHAMBLFERT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,COFORGE,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,CONCOR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,DALBHARAT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-10,DELHIVERY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,APOLLOTYRE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BANKBARODA,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,COFORGE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,ACC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,ASIANPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,ASTRAL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BAJFINANCE,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BERGEPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,DIXON,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,DLF,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,AUBANK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,CHOLAFIN,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,FEDERALBNK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,ALKEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,AMBUJACEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,ASHOKLEY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BAJAJFINSV,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BATAINDIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BPCL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,CUMMINSIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-11,EICHERMOT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,APOLLOTYRE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,BANKBARODA,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,COFORGE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,ACC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,ASIANPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,ASTRAL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,BAJFINANCE,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
