scanner,ctype,combo,be,n,wr,er,pf,mdd,r5,lock_n,lock_er,lock_pf,dwr,der,ci_lo,ci_hi,adv_er,sev_er,v511_wr,v511_er,v58_wr,v58_er
ACCUMULATION_VCP,PAIR,F1F4_CPOS_VOL15,1.0,536,39.55,0.0337,1.075,43.9,0.0,157,0.1705,1.465,-1.21,0.0127,-0.0639,0.1313,-0.0418,-0.1173,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F4_CPOS_VOL15,1.5,536,39.55,0.0085,1.018,55.8,0.0,157,0.1542,1.402,-1.21,-0.0125,-0.0904,0.1073,-0.067,-0.1425,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F7_CPOS_COMP,0.0,696,40.66,-0.0413,0.92,62.98,0.0,175,0.0506,1.118,-0.1,-0.0623,-0.1282,0.0456,-0.1168,-0.1923,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F7_CPOS_COMP,0.5,696,40.66,0.0578,1.139,55.12,0.0,175,0.1605,1.502,-0.1,0.0368,-0.0252,0.1407,-0.0177,-0.0932,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F7_CPOS_COMP,1.0,696,40.66,0.0355,1.081,55.12,0.0,175,0.1139,1.311,-0.1,0.0145,-0.0485,0.1194,-0.04,-0.1155,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F7_CPOS_COMP,1.5,696,40.66,0.0107,1.023,55.12,0.0,175,0.091,1.234,-0.1,-0.0103,-0.0743,0.0957,-0.0648,-0.1403,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F12_CPOS_MOM,0.0,776,39.82,-0.0528,0.898,75.35,0.0,214,0.0659,1.153,-0.94,-0.0738,-0.1351,0.0294,-0.1283,-0.2038,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F12_CPOS_MOM,0.5,776,39.82,0.0443,1.105,50.04,0.0,214,0.1628,1.49,-0.94,0.0233,-0.0344,0.1231,-0.0312,-0.1067,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F12_CPOS_MOM,1.0,776,39.82,0.0232,1.053,54.69,0.0,214,0.1229,1.33,-0.94,0.0022,-0.0563,0.1028,-0.0523,-0.1278,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F12_CPOS_MOM,1.5,776,39.82,-0.0012,0.998,63.1,0.0,214,0.0969,1.243,-0.94,-0.0222,-0.0817,0.0794,-0.0767,-0.1522,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F3_RS_SEC,0.0,2076,41.28,-0.0247,0.951,173.49,0.0,551,0.1149,1.285,0.52,-0.0457,-0.0754,0.026,-0.1002,-0.1757,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F3_RS_SEC,0.5,2076,41.28,0.0725,1.178,116.85,0.0,551,0.2096,1.681,0.52,0.0515,0.024,0.1209,-0.003,-0.0785,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F3_RS_SEC,1.0,2076,41.28,0.0514,1.12,116.85,0.0,551,0.1815,1.541,0.52,0.0304,0.0025,0.1004,-0.0241,-0.0996,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F3_RS_SEC,1.5,2076,41.28,0.0293,1.065,116.85,0.0,551,0.1483,1.402,0.52,0.0083,-0.0202,0.0788,-0.0462,-0.1217,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F4_RS_VOL15,0.0,1558,42.36,-0.013,0.974,107.17,0.0,411,0.1,1.235,1.6,-0.034,-0.0718,0.0459,-0.0885,-0.164,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F4_RS_VOL15,0.5,1558,42.36,0.0875,1.218,75.04,0.0,411,0.1955,1.592,1.6,0.0665,0.0315,0.1436,0.012,-0.0635,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F4_RS_VOL15,1.0,1558,42.36,0.064,1.15,75.04,0.0,411,0.1576,1.428,1.6,0.043,0.0072,0.1208,-0.0115,-0.087,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F2F4_RS_VOL15,1.5,1558,42.36,0.0418,1.093,75.04,0.0,411,0.1312,1.333,1.6,0.0208,-0.0156,0.0992,-0.0337,-0.1092,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F4_SEC_VOL15,0.0,2750,40.44,-0.0455,0.912,263.56,0.0,722,0.1266,1.319,-0.32,-0.0665,-0.0895,-0.0015,-0.121,-0.1965,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F4_SEC_VOL15,0.5,2750,40.44,0.0529,1.126,161.67,0.0,722,0.2302,1.786,-0.32,0.0319,0.0109,0.095,-0.0226,-0.0981,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F4_SEC_VOL15,1.0,2750,40.44,0.0305,1.069,170.85,0.0,722,0.1941,1.59,-0.32,0.0095,-0.012,0.0731,-0.045,-0.1205,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F4_SEC_VOL15,1.5,2750,40.44,0.008,1.017,196.67,0.0,722,0.1616,1.447,-0.32,-0.013,-0.035,0.051,-0.0675,-0.143,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F6_SEC_BREADTH,0.0,5253,43.06,0.0002,1.0,227.38,0.0,1493,0.0701,1.174,2.3,-0.0208,-0.0312,0.0315,-0.0753,-0.1508,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F6_SEC_BREADTH,0.5,5253,43.06,0.0897,1.229,226.86,0.0,1493,0.1685,1.553,2.3,0.0687,0.0597,0.1197,0.0142,-0.0613,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F6_SEC_BREADTH,1.0,5253,43.06,0.0733,1.179,226.86,0.0,1493,0.1483,1.457,2.3,0.0523,0.0431,0.1036,-0.0022,-0.0777,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F3F6_SEC_BREADTH,1.5,5253,43.06,0.0511,1.119,226.86,0.0,1493,0.1214,1.345,2.3,0.0301,0.0204,0.0817,-0.0244,-0.0999,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F7_VOL_COMP,0.0,2788,40.03,-0.055,0.893,261.56,0.0,740,0.0864,1.209,-0.73,-0.076,-0.0982,-0.0117,-0.1305,-0.206,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F7_VOL_COMP,0.5,2788,40.03,0.0448,1.108,175.04,0.0,740,0.1932,1.63,-0.73,0.0238,0.0035,0.0861,-0.0307,-0.1062,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F7_VOL_COMP,1.0,2788,40.03,0.022,1.05,175.04,0.0,740,0.1592,1.467,-0.73,0.001,-0.0198,0.0638,-0.0535,-0.129,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F7_VOL_COMP,1.5,2788,40.03,-0.0005,0.999,192.29,0.0,740,0.1273,1.342,-0.73,-0.0215,-0.0428,0.0418,-0.076,-0.1515,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F5F6_MTF_BREADTH,0.0,5735,43.78,0.0142,1.03,191.59,0.0,1672,0.0549,1.134,3.02,-0.0068,-0.0158,0.0442,-0.0613,-0.1368,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F5F6_MTF_BREADTH,0.5,5735,43.78,0.1036,1.271,191.59,0.0,1672,0.1494,1.474,3.02,0.0826,0.075,0.1322,0.0281,-0.0474,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F5F6_MTF_BREADTH,1.0,5735,43.78,0.087,1.218,191.59,0.0,1672,0.1332,1.402,3.02,0.066,0.0581,0.1158,0.0115,-0.064,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F5F6_MTF_BREADTH,1.5,5735,43.78,0.0652,1.155,191.59,0.0,1672,0.1125,1.319,3.02,0.0442,0.0359,0.0944,-0.0103,-0.0858,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F7F10_COMP_BODY,0.0,1501,40.64,-0.0403,0.921,125.88,0.0,399,0.1065,1.259,-0.12,-0.0613,-0.0993,0.0187,-0.1158,-0.1913,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F7F10_COMP_BODY,0.5,1501,40.64,0.0532,1.127,111.76,0.0,399,0.2137,1.701,-0.12,0.0322,-0.0033,0.1097,-0.0223,-0.0978,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F7F10_COMP_BODY,1.0,1501,40.64,0.033,1.075,111.76,0.0,399,0.1803,1.533,-0.12,0.012,-0.024,0.09,-0.0425,-0.118,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F7F10_COMP_BODY,1.5,1501,40.64,0.0093,1.02,111.76,0.0,399,0.1452,1.389,-0.12,-0.0117,-0.0484,0.0671,-0.0662,-0.1417,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F10F12_BODY_MOM,0.0,1664,40.99,-0.018,0.965,96.87,0.0,459,0.121,1.299,0.23,-0.039,-0.0751,0.0391,-0.0935,-0.169,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F10F12_BODY_MOM,0.5,1664,40.99,0.0767,1.185,63.13,0.0,459,0.2219,1.729,0.23,0.0557,0.0221,0.1313,0.0012,-0.0743,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F10F12_BODY_MOM,1.0,1664,40.99,0.0569,1.131,73.81,0.0,459,0.186,1.547,0.23,0.0359,0.0017,0.1121,-0.0186,-0.0941,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F10F12_BODY_MOM,1.5,1664,40.99,0.0336,1.074,73.81,0.0,459,0.1586,1.432,0.23,0.0126,-0.0222,0.0895,-0.0419,-0.1174,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F10_CPOS_BODY,0.0,1279,40.34,-0.0651,0.873,134.79,0.0,340,0.0077,1.018,-0.42,-0.0861,-0.1276,-0.0026,-0.1406,-0.2161,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F10_CPOS_BODY,0.5,1279,40.34,0.0315,1.076,99.23,0.0,340,0.116,1.361,-0.42,0.0105,-0.0282,0.0912,-0.044,-0.1195,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F10_CPOS_BODY,1.0,1279,40.34,0.0104,1.024,103.68,0.0,340,0.0759,1.21,-0.42,-0.0106,-0.05,0.0707,-0.0651,-0.1406,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F10_CPOS_BODY,1.5,1279,40.34,-0.0134,0.971,120.89,0.0,340,0.0361,1.09,-0.42,-0.0344,-0.0745,0.0477,-0.0889,-0.1644,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F6F12_BRD_MOM,0.0,1769,43.19,0.0174,1.036,62.29,0.0,524,0.0933,1.235,2.43,-0.0036,-0.0375,0.0723,-0.0581,-0.1336,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F6F12_BRD_MOM,0.5,1769,43.19,0.1075,1.274,62.29,0.0,524,0.1776,1.567,2.43,0.0865,0.055,0.16,0.032,-0.0435,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F6F12_BRD_MOM,1.0,1769,43.19,0.0893,1.218,62.29,0.0,524,0.1609,1.487,2.43,0.0683,0.0363,0.1423,0.0138,-0.0617,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F6F12_BRD_MOM,1.5,1769,43.19,0.0675,1.156,62.29,0.0,524,0.1372,1.388,2.43,0.0465,0.0139,0.1211,-0.008,-0.0835,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F6_CPOS_BRD,0.0,1034,41.97,-0.0368,0.926,79.36,0.0,287,-0.0287,0.935,1.21,-0.0578,-0.1066,0.033,-0.1123,-0.1878,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F6_CPOS_BRD,0.5,1034,41.97,0.0537,1.132,70.82,0.0,287,0.0702,1.207,1.21,0.0327,-0.013,0.1205,-0.0218,-0.0973,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F6_CPOS_BRD,1.0,1034,41.97,0.0366,1.086,70.82,0.0,287,0.0572,1.162,1.21,0.0156,-0.0308,0.104,-0.0389,-0.1144,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F6_CPOS_BRD,1.5,1034,41.97,0.0141,1.032,70.82,0.0,287,0.0208,1.053,1.21,-0.0069,-0.0541,0.0823,-0.0614,-0.1369,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F12_VOL_MOM,0.0,1513,40.45,-0.0189,0.963,91.69,0.0,426,0.1527,1.38,-0.31,-0.0399,-0.0789,0.041,-0.0944,-0.1699,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F12_VOL_MOM,0.5,1513,40.45,0.0776,1.188,70.78,0.0,426,0.2489,1.816,-0.31,0.0566,0.0203,0.1349,0.0021,-0.0734,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F12_VOL_MOM,1.0,1513,40.45,0.0558,1.129,70.78,0.0,426,0.2102,1.612,-0.31,0.0348,-0.0022,0.1137,-0.0197,-0.0952,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F4F12_VOL_MOM,1.5,1513,40.45,0.0317,1.069,70.78,0.0,426,0.1855,1.503,-0.31,0.0107,-0.027,0.0904,-0.0438,-0.1193,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F9_CPOS_EARLY,0.0,561,36.9,-0.126,0.763,90.11,0.0,149,-0.0069,0.984,-3.86,-0.147,-0.2179,-0.0342,-0.2015,-0.277,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F9_CPOS_EARLY,0.5,561,36.9,-0.0284,0.935,71.87,0.0,149,0.0799,1.235,-3.86,-0.0494,-0.1163,0.0596,-0.1039,-0.1794,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F9_CPOS_EARLY,1.0,561,36.9,-0.0452,0.9,74.17,0.0,149,0.0593,1.164,-3.86,-0.0662,-0.1338,0.0435,-0.1207,-0.1962,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,PAIR,F1F9_CPOS_EARLY,1.5,561,36.9,-0.0709,0.852,76.95,0.0,149,0.0325,1.084,-3.86,-0.0919,-0.1607,0.0189,-0.1464,-0.2219,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F3_CPOS_RS_SEC,0.0,240,39.58,-0.096,0.822,34.98,0.0,74,0.0654,1.165,-1.18,-0.117,-0.2435,0.0515,-0.1715,-0.247,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F3_CPOS_RS_SEC,0.5,240,39.58,0.0079,1.018,26.18,0.0,74,0.1877,1.685,-1.18,-0.0131,-0.1329,0.1486,-0.0676,-0.1431,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F3_CPOS_RS_SEC,1.0,240,39.58,-0.0153,0.967,26.68,0.0,74,0.1742,1.606,-1.18,-0.0363,-0.1577,0.1271,-0.0908,-0.1663,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F3_CPOS_RS_SEC,1.5,240,39.58,-0.0405,0.916,27.62,0.0,74,0.1194,1.349,-1.18,-0.0615,-0.1847,0.1036,-0.116,-0.1915,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F7_CPOS_VOL_COMP,0.0,298,38.93,-0.0465,0.911,25.64,0.0,81,0.2164,1.559,-1.83,-0.0675,-0.1807,0.0878,-0.122,-0.1975,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F7_CPOS_VOL_COMP,0.5,298,38.93,0.053,1.125,20.58,0.0,81,0.3208,2.135,-1.83,0.032,-0.0754,0.1814,-0.0225,-0.098,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F7_CPOS_VOL_COMP,1.0,298,38.93,0.0292,1.065,20.58,0.0,81,0.2663,1.79,-1.83,0.0082,-0.1008,0.1591,-0.0463,-0.1218,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F7_CPOS_VOL_COMP,1.5,298,38.93,0.0014,1.003,20.58,0.0,81,0.2539,1.727,-1.83,-0.0196,-0.1304,0.1332,-0.0741,-0.1496,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F3F6_RS_SEC_BRD,0.0,1624,43.66,0.0155,1.032,82.15,0.0,466,0.083,1.207,2.9,-0.0055,-0.0415,0.0725,-0.06,-0.1355,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F3F6_RS_SEC_BRD,0.5,1624,43.66,0.1082,1.28,74.28,0.0,466,0.1734,1.558,2.9,0.0872,0.0538,0.1626,0.0327,-0.0428,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F3F6_RS_SEC_BRD,1.0,1624,43.66,0.0897,1.221,74.28,0.0,466,0.1519,1.457,2.9,0.0687,0.0347,0.1447,0.0142,-0.0613,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F3F6_RS_SEC_BRD,1.5,1624,43.66,0.0665,1.155,74.28,0.0,466,0.1225,1.339,2.9,0.0455,0.0109,0.1222,-0.009,-0.0845,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F3F4_CPOS_SEC_VOL,0.0,321,39.88,-0.0268,0.949,32.52,0.0,91,0.1304,1.32,-0.88,-0.0478,-0.1604,0.1067,-0.1023,-0.1778,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F3F4_CPOS_SEC_VOL,0.5,321,39.88,0.065,1.149,16.54,0.0,91,0.2145,1.664,-0.88,0.044,-0.0635,0.1935,-0.0105,-0.086,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F3F4_CPOS_SEC_VOL,1.0,321,39.88,0.0451,1.099,18.78,0.0,91,0.1814,1.509,-0.88,0.0241,-0.0846,0.1748,-0.0304,-0.1059,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F3F4_CPOS_SEC_VOL,1.5,321,39.88,0.0217,1.045,23.3,0.0,91,0.1753,1.484,-0.88,0.0007,-0.1094,0.1528,-0.0538,-0.1293,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F12_CPOS_VOL_MOM,0.0,536,39.55,-0.0421,0.919,61.81,0.0,157,0.1182,1.282,-1.21,-0.0631,-0.143,0.0587,-0.1176,-0.1931,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F12_CPOS_VOL_MOM,0.5,536,39.55,0.0555,1.131,42.79,0.0,157,0.2088,1.635,-1.21,0.0345,-0.041,0.1521,-0.02,-0.0955,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F12_CPOS_VOL_MOM,1.0,536,39.55,0.0337,1.075,43.9,0.0,157,0.1705,1.465,-1.21,0.0127,-0.0639,0.1313,-0.0418,-0.1173,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F4F12_CPOS_VOL_MOM,1.5,536,39.55,0.0085,1.018,55.8,0.0,157,0.1542,1.402,-1.21,-0.0125,-0.0904,0.1073,-0.067,-0.1425,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F3F6F7_SEC_BRD_COMP,0.0,2875,42.09,-0.0201,0.959,188.53,0.0,794,0.067,1.164,1.33,-0.0411,-0.0625,0.0224,-0.0956,-0.1711,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F3F6F7_SEC_BRD_COMP,0.5,2875,42.09,0.0725,1.18,159.17,0.0,794,0.1653,1.534,1.33,0.0515,0.0319,0.113,-0.003,-0.0785,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F3F6F7_SEC_BRD_COMP,1.0,2875,42.09,0.0559,1.134,159.17,0.0,794,0.1477,1.451,1.33,0.0349,0.015,0.0968,-0.0196,-0.0951,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F3F6F7_SEC_BRD_COMP,1.5,2875,42.09,0.0342,1.078,159.17,0.0,794,0.1203,1.339,1.33,0.0132,-0.0072,0.0756,-0.0413,-0.1168,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F4_CPOS_RS_VOL,0.0,171,42.11,-0.0299,0.944,22.04,0.0,54,0.4146,2.248,1.35,-0.0509,-0.2129,0.1532,-0.1054,-0.1809,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F4_CPOS_RS_VOL,0.5,171,42.11,0.0735,1.172,17.07,0.0,54,0.5005,3.032,1.35,0.0525,-0.1011,0.2481,-0.002,-0.0775,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F4_CPOS_RS_VOL,1.0,171,42.11,0.0532,1.119,18.62,0.0,54,0.482,2.82,1.35,0.0322,-0.1231,0.2296,-0.0223,-0.0978,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F2F4_CPOS_RS_VOL,1.5,171,42.11,0.0321,1.069,18.62,0.0,54,0.445,2.474,1.35,0.0111,-0.146,0.2103,-0.0434,-0.1189,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F4F6_RS_VOL_BRD,0.0,1245,44.26,0.0229,1.048,60.67,0.0,346,0.0927,1.225,3.5,0.0019,-0.0423,0.0881,-0.0526,-0.1281,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F4F6_RS_VOL_BRD,0.5,1245,44.26,0.118,1.309,50.81,0.0,346,0.1709,1.511,3.5,0.097,0.0559,0.1801,0.0425,-0.033,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F4F6_RS_VOL_BRD,1.0,1245,44.26,0.0978,1.243,50.81,0.0,346,0.1487,1.416,3.5,0.0768,0.0349,0.1606,0.0223,-0.0532,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F2F4F6_RS_VOL_BRD,1.5,1245,44.26,0.0748,1.176,50.81,0.0,346,0.1298,1.345,3.5,0.0538,0.0112,0.1385,-0.0007,-0.0762,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F6F12_CPOS_BRD_MOM,0.0,639,40.38,-0.0515,0.9,55.25,0.0,187,0.0028,1.006,-0.38,-0.0725,-0.1422,0.0391,-0.127,-0.2025,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F6F12_CPOS_BRD_MOM,0.5,639,40.38,0.0441,1.105,42.41,0.0,187,0.1061,1.307,-0.38,0.0231,-0.0427,0.1309,-0.0314,-0.1069,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F6F12_CPOS_BRD_MOM,1.0,639,40.38,0.0255,1.058,43.08,0.0,187,0.0895,1.247,-0.38,0.0045,-0.0621,0.1131,-0.05,-0.1255,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F6F12_CPOS_BRD_MOM,1.5,639,40.38,0.0016,1.003,46.52,0.0,187,0.052,1.13,-0.38,-0.0194,-0.0871,0.0903,-0.0739,-0.1494,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F5F3_CPOS_MTF_SEC,0.0,471,40.76,-0.0864,0.838,59.19,0.0,133,-0.0444,0.896,0.0,-0.1074,-0.191,0.0183,-0.1619,-0.2374,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F5F3_CPOS_MTF_SEC,0.5,471,40.76,0.0113,1.026,54.15,0.0,133,0.0595,1.185,0.0,-0.0097,-0.0889,0.1116,-0.0642,-0.1397,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F5F3_CPOS_MTF_SEC,1.0,471,40.76,-0.0094,0.979,54.15,0.0,133,0.0339,1.097,0.0,-0.0304,-0.1107,0.0919,-0.0849,-0.1604,40.76,0.021,40.76,-0.053
ACCUMULATION_VCP,TRIPLE,F1F5F3_CPOS_MTF_SEC,1.5,471,40.76,-0.0318,0.933,54.15,0.0,133,-0.0114,0.971,0.0,-0.0528,-0.1341,0.0706,-0.1073,-0.1828,40.76,0.021,40.76,-0.053
