symbol,pattern,signal_date,year,period,regime,score,entry,stop,target,risk_pct,clv,rvol,upper_wick_pct,outcome,r_multiple,holding_bars,pnl_pct,mfe,mae,exit_date,exit_price,exit_reason
KIRLPNU,WYCKOFF_SPRING_TYPE_2,2025-12-31,2025,VAL_2025,SIDEWAYS,89.0,1051.74,988.64,1146.39,6.0,0.75,1.93,0.25,WIN,1.33,20,8.0,1.43,0.7,2026-01-28,1135.8951416015625,TIMEOUT_20D
KIRLPNU,BULL_FLAG,2026-04-13,2026,OOS_2026,BULL,91.0,1232.65,1158.69,1343.59,6.0,0.86,2.43,0.14,WIN,1.5,4,9.0,1.79,0.0,2026-04-19,1343.59,TARGET_1
KIRLPNU,MULTI_MONTH_BASE_BREAKOUT,2026-04-20,2026,OOS_2026,BULL,95.0,1357.58,1276.12,1479.77,6.0,0.94,4.34,0.06,WIN,1.5,5,9.0,1.79,0.54,2026-04-26,1479.77,TARGET_1
KIRLPNU,HIGHER_LOW_REVERSAL,2026-06-17,2026,OOS_2026,BULL,90.0,1824.04,1714.6,1988.2,6.0,0.83,6.52,0.17,WIN,1.5,3,9.0,3.32,0.34,2026-06-21,1988.2,TARGET_1
KIRLPNU,SHAKEOUT_RECLAIM,2026-07-29,2026,OOS_2026,BEAR,80.0,751.3,711.42,811.12,5.31,0.75,1.4,0.25,LOSS,-1.0,5,-5.31,0.04,1.02,2026-08-04,711.42,STOP_LOSS
KIMS,V_REVERSAL,2025-03-12,2025,VAL_2025,BULL,83.0,2463.8,2315.97,2685.55,6.0,0.76,1.81,0.24,LOSS,-1.0,20,-6.0,0.3,1.07,2025-04-09,2315.97,STOP_LOSS
KIMS,V_REVERSAL,2025-06-26,2025,VAL_2025,SIDEWAYS,84.0,2242.55,2181.22,2334.54,2.73,0.9,1.67,0.1,WIN,1.5,9,4.1,1.85,0.0,2025-07-09,2334.54,TARGET_1
KIMS,MULTI_MONTH_BASE_BREAKOUT,2025-07-09,2025,VAL_2025,BULL,92.0,2354.55,2271.07,2479.78,3.55,0.92,1.52,0.08,WIN,1.5,9,5.32,1.62,0.0,2025-07-22,2479.78,TARGET_1
KIMS,V_REVERSAL,2026-03-04,2026,OOS_2026,BEAR,86.0,4041.01,3798.55,4404.71,6.0,0.87,1.53,0.13,WIN,1.5,17,9.0,1.65,0.0,2026-03-27,4404.71,TARGET_1
KIMS,CUP_HANDLE,2026-03-16,2026,OOS_2026,SIDEWAYS,88.0,4266.28,4194.15,4374.48,1.69,0.83,1.63,0.17,WIN,1.5,7,2.54,1.9,0.66,2026-03-25,4374.48,TARGET_1
KMEW,BULL_PENNANT,2025-12-01,2025,VAL_2025,BULL,88.0,1488.45,1399.14,1622.41,6.0,0.93,1.67,0.07,LOSS,-1.0,3,-6.0,0.35,1.07,2025-12-03,1399.14,STOP_LOSS
KMEW,SHAKEOUT_RECLAIM,2025-12-05,2025,VAL_2025,BULL,92.0,1516.3,1425.32,1652.77,6.0,0.81,3.34,0.19,WIN,1.5,2,9.0,1.68,0.28,2025-12-08,1652.77,TARGET_1
KMEW,BULL_PENNANT,2025-12-15,2025,VAL_2025,BULL,92.0,1791.5,1684.01,1952.74,6.0,0.88,2.05,0.12,LOSS,-1.0,4,-6.0,0.82,1.64,2025-12-18,1684.01,STOP_LOSS
KMEW,V_REVERSAL,2026-01-13,2026,OOS_2026,BULL,85.0,1837.6,1727.34,2002.99,6.0,0.75,2.08,0.25,LOSS,-1.0,6,-6.0,0.96,1.19,2026-01-20,1727.34,STOP_LOSS
KMEW,WYCKOFF_SPRING_TYPE_2,2026-04-10,2026,OOS_2026,SIDEWAYS,86.0,1774.6,1668.12,1934.32,6.0,0.85,1.46,0.15,LOSS,-1.0,9,-6.0,0.94,1.08,2026-04-23,1668.12,STOP_LOSS
KMEW,SHAKEOUT_RECLAIM,2026-05-04,2026,OOS_2026,BULL,90.0,2036.2,1914.03,2219.45,6.0,0.83,6.38,0.17,WIN,1.5,1,9.0,1.79,0.0,2026-05-04,2219.45,TARGET_1
KMEW,DOUBLE_BOTTOM,2026-06-22,2026,OOS_2026,BULL,93.0,2337.0,2196.78,2547.33,6.0,0.83,3.54,0.17,LOSS,-1.0,5,-6.0,0.51,1.05,2026-06-28,2196.78,STOP_LOSS
KPGEL,V_REVERSAL,2026-03-12,2026,OOS_2026,SIDEWAYS,89.0,375.65,353.11,409.46,6.0,0.77,2.39,0.23,LOSS,-1.0,2,-6.0,0.25,1.31,2026-03-15,353.11,STOP_LOSS
KPGEL,SHAKEOUT_RECLAIM,2026-06-17,2026,OOS_2026,SIDEWAYS,98.0,412.2,387.47,449.3,6.0,0.92,2.54,0.08,LOSS,-1.0,2,-6.0,0.29,1.3,2026-06-18,387.47,STOP_LOSS
KITEX,CUP_HANDLE,2025-06-11,2025,VAL_2025,BULL,82.0,1927.0,1875.45,2004.32,2.68,0.75,1.37,0.25,LOSS,-1.0,6,-2.68,0.0,1.47,2025-06-19,1875.45,STOP_LOSS
KITEX,CUP_HANDLE,2025-06-18,2025,VAL_2025,BULL,86.0,1907.66,1868.08,1967.03,2.07,0.76,1.61,0.24,LOSS,-1.0,1,-2.07,0.0,1.42,2025-06-19,1868.08,STOP_LOSS
KITEX,MULTI_MONTH_BASE_BREAKOUT,2026-05-22,2026,OOS_2026,BULL,89.0,2000.76,1924.17,2115.63,3.83,0.85,1.65,0.15,LOSS,-1.0,6,-3.83,0.0,1.13,2026-06-01,1924.17,STOP_LOSS
KPIGREEN,BULL_FLAG,2025-10-29,2025,VAL_2025,BULL,85.0,531.16,499.29,578.96,6.0,0.78,1.84,0.22,LOSS,-1.0,6,-6.0,0.33,1.21,2025-11-06,499.29,STOP_LOSS
KPIGREEN,BULL_PENNANT,2025-12-12,2025,VAL_2025,BEAR,86.0,424.54,399.07,462.75,6.0,0.92,1.74,0.08,WIN,1.5,11,9.0,2.36,0.89,2025-12-29,462.75,TARGET_1
KPIGREEN,SHAKEOUT_RECLAIM,2025-12-30,2025,VAL_2025,SIDEWAYS,96.0,473.97,445.53,516.63,6.0,0.86,11.98,0.14,LOSS,-1.0,8,-6.0,1.4,1.1,2026-01-08,445.53,STOP_LOSS
KPIGREEN,SHAKEOUT_RECLAIM,2026-03-10,2026,OOS_2026,BEAR,89.0,356.45,335.06,388.54,6.0,0.92,1.68,0.08,WIN,1.5,2,9.0,3.5,0.25,2026-03-11,388.54,TARGET_1
KPIGREEN,DOUBLE_BOTTOM,2026-07-20,2026,OOS_2026,SIDEWAYS,87.0,412.95,395.18,439.61,4.3,0.84,1.47,0.16,LOSS,-1.0,2,-4.3,0.05,1.12,2026-07-21,395.18,STOP_LOSS
KNRCON,HIGHER_LOW_REVERSAL,2025-03-20,2025,VAL_2025,BULL,93.0,1862.56,1800.72,1955.33,3.32,0.91,1.58,0.09,LOSS,-1.0,14,-3.32,0.72,1.29,2025-04-09,1800.72,STOP_LOSS
KNRCON,CUP_HANDLE,2025-06-13,2025,VAL_2025,BULL,86.0,1955.13,1914.64,2015.87,2.07,0.94,1.38,0.06,WIN,1.5,9,3.11,2.2,0.44,2025-06-26,2015.87,TARGET_1
KNRCON,BULL_FLAG,2025-06-19,2025,VAL_2025,BULL,90.0,1980.47,1919.53,2071.89,3.08,0.85,1.75,0.15,LOSS,-1.0,14,-3.08,1.05,1.04,2025-07-09,1919.53,STOP_LOSS
KNRCON,V_REVERSAL,2025-07-23,2025,VAL_2025,BULL,91.0,2042.9,1920.33,2226.77,6.0,0.88,1.89,0.12,LOSS,-0.43,20,-2.58,0.26,0.56,2025-08-20,1990.2029204509836,TIMEOUT_20D
KNRCON,MULTI_MONTH_BASE_BREAKOUT,2025-09-15,2025,VAL_2025,BULL,89.0,2108.54,2043.88,2205.54,3.07,0.87,1.49,0.13,WIN,1.5,3,4.6,2.06,0.0,2025-09-18,2205.54,TARGET_1
KNRCON,HIGHER_LOW_REVERSAL,2025-10-27,2025,VAL_2025,BULL,85.0,2642.77,2582.32,2733.45,2.29,0.84,1.4,0.16,LOSS,-1.0,6,-2.29,0.16,1.7,2025-11-04,2582.32,STOP_LOSS
KNRCON,WYCKOFF_SPRING_TYPE_2,2025-11-26,2025,VAL_2025,BULL,91.0,2572.92,2482.23,2708.95,3.52,0.83,1.85,0.17,LOSS,-1.0,4,-3.52,0.0,1.38,2025-12-02,2482.23,STOP_LOSS
KNRCON,V_REVERSAL,2026-01-21,2026,OOS_2026,BEAR,84.0,2160.27,2087.08,2270.06,3.39,0.77,1.4,0.23,LOSS,-1.0,5,-3.39,0.0,1.4,2026-01-28,2087.08,STOP_LOSS
KNRCON,WYCKOFF_SPRING_TYPE_2,2026-05-29,2026,OOS_2026,BEAR,89.0,2298.66,2221.33,2414.65,3.36,0.85,1.91,0.15,LOSS,-1.0,3,-3.36,0.0,1.34,2026-06-03,2221.33,STOP_LOSS
KOTAKBANK,WYCKOFF_SPRING_TYPE_2,2024-11-25,2024,IS_2024,SIDEWAYS,94.0,357.12,335.69,389.27,6.0,0.86,2.05,0.14,LOSS,-0.42,20,-2.54,0.21,0.53,2024-12-22,348.06707763671875,TIMEOUT_20D
KOTAKBANK,DOUBLE_BOTTOM,2025-01-20,2025,VAL_2025,BULL,94.0,383.0,360.02,417.46,6.0,0.85,3.15,0.15,WIN,0.22,20,1.29,0.63,0.5,2025-02-16,387.9421691894531,TIMEOUT_20D
KOTAKBANK,CUP_HANDLE,2025-03-12,2025,VAL_2025,BULL,80.0,395.37,377.9,421.58,4.42,0.75,1.59,0.25,WIN,1.5,7,6.63,2.3,0.15,2025-03-23,421.58,TARGET_1
KOTAKBANK,CUP_HANDLE,2025-06-26,2025,VAL_2025,BULL,85.0,439.51,426.86,458.49,2.88,0.8,1.37,0.2,LOSS,-1.0,5,-2.88,0.21,1.29,2025-07-02,426.86,STOP_LOSS
KOTAKBANK,DOUBLE_BOTTOM,2025-09-23,2025,VAL_2025,SIDEWAYS,89.0,408.83,390.81,435.87,4.41,0.88,1.46,0.12,WIN,1.5,16,6.61,1.85,0.86,2025-10-15,435.87,TARGET_1
KOTAKBANK,DOUBLE_BOTTOM,2025-10-01,2025,VAL_2025,BULL,91.0,411.95,390.81,443.66,5.13,0.9,1.57,0.1,WIN,1.5,12,7.7,1.91,0.01,2025-10-19,443.66,TARGET_1
KOTAKBANK,BULL_FLAG,2025-10-16,2025,VAL_2025,BULL,89.0,440.32,423.89,464.96,3.73,0.85,1.83,0.15,LOSS,-1.0,6,-3.73,0.74,1.01,2025-10-26,423.89,STOP_LOSS
KOTAKBANK,V_REVERSAL,2026-05-06,2026,OOS_2026,SIDEWAYS,89.0,375.95,360.56,399.04,4.09,0.76,1.76,0.24,WIN,0.29,20,1.17,1.2,0.29,2026-06-02,380.3433532714844,TIMEOUT_20D
KOTAKBANK,DOUBLE_BOTTOM,2026-07-01,2026,OOS_2026,BULL,85.0,399.76,378.69,431.36,5.27,0.88,1.46,0.12,LOSS,-1.0,4,-5.27,0.22,1.03,2026-07-06,378.69,STOP_LOSS
